,Product_id,Stall_no,instock_date,Market_Category,Customer_name,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
629,DRPEFZDBMRGECGZG,19.0,2016-03-29 21:48:18.000,62,Jabria,1,3,0,42,0,399.0,15.0,1932.0,7754,5411.97615
630,TOPE2HZRFKVVTCKU,6.0,2015-05-07 17:21:38.000,447,Aleah,1,3,0,12,0,369.0,15.0,3373.0,4604,4421.407815
631,CRTECN2QYKFNFXCZ,21.0,2015-09-26 13:19:46.000,152,Marla,1,1,0,64,0,208.0,15.0,1530.0,2287,2198.419488
632,PCSEC86VEVSKD5ZY,4.0,2016-03-28 19:57:37.000,101,Ousmane,1,8,0,70,0,293.0,9.0,1303.0,1750,1729.0845
633,SGLE8YSWHJAGP3WJ,42.0,2015-05-07 13:09:22.000,358,Catalina,1,5,3,1,0,321.0,11.0,3513.0,14987,9449.916
634,RNGE88Q9HE9RQYEM,4.0,2015-05-07 13:12:57.000,358,Allen,1,4,3,7,0,264.651185051609,12.0,3344.0,14513,8997.522688
635,CRTEA7HAFUMPQNHJ,13.0,2015-09-26 16:28:01.000,14,Elanor,0,3,0,80,0,384.0,15.0,3555.0,5077,4577.727616
636,TUNEB42QBZHYP57B,14.0,2016-03-28 22:08:51.000,39,Kc,1,0,3,11,1,280.0,5.0,9576.0,20348,3117.66280875
637,MTYEGUA2VUJ9UDGX,37.0,2015-05-09 14:19:02.000,23,Caitlyn,1,1,1,83,0,290.0,17.0,7797.0,13081,10415.565525
638,PAEE8NDKHJ7ERAPT,30.0,2016-03-17 00:55:07.000,275,Mosiah,0,7,0,68,0,103.0,1.0,4315.0,9381,6814.431225
639,SCFEHDJKTM826ZRA,20.0,2015-05-05 15:10:27.000,441,Melody,0,4,2,91,0,228.0,16.0,3756.0,4762,4415.6772
640,RTRDFFYGKJAXPUUG,28.0,2016-01-03 08:24:30.000,205,Zayra,1,3,0,36,1,382.0,11.0,2851.0,3784,514.702188
641,BRAEDQDFGYCZUFEJ,14.0,2015-08-19 21:20:13.000,101,Karley,0,2,0,16,0,121.0,14.0,1057.0,1770,1730.9754
642,WATDK2G2WM5XHF9S,3.0,2016-03-28 20:00:46.000,23,Toryn,1,3,2,64,0,361.0,15.0,4015.0,8397,6377.087325
643,BRAE3P8YWVZGNYZH,14.0,2015-08-21 21:37:05.000,58,Noah,1,1,0,35,0,217.0,13.0,4521.0,5790,5401.6677
644,BRAEBKJSNVGDG4DP,34.0,2015-08-21 17:36:50.000,55,Bernard,1,9,0,6,0,486.0,17.0,1151.0,3598,2663.603712
645,MUGE7DUFGUZDQMTQ,7.0,2015-09-22 17:21:24.000,268,Rania,1,3,2,96,0,395.0,13.0,712.0,2624,1986.200832
646,BRAE7Y46JXZJHN47,14.0,2015-08-19 21:37:05.000,350,Kaitlin,0,9,1,97,0,474.0,13.0,4746.0,8542,6841.335798
647,CRTECN2QVB7UDF2P,7.0,2015-09-26 17:23:34.000,447,Waylen,0,1,0,87,0,209.0,12.0,1322.0,3538,2641.13784
648,CAGE76FNT9D99PZK,7.0,2016-01-25 17:59:18.000,3,Alizay,1,1,0,37,0,212.0,17.0,2246.0,3222,2845.7649
649,MUGEAGGKHFAM4YZG,5.0,2015-09-22 16:29:07.000,452,Oriana,1,0,0,93,1,331.0,15.0,2835.0,3578,492.8113344
650,DREECRS4EHXNA9UH,49.0,2015-05-06 17:20:59.000,283,Cohen,1,1,0,37,0,223.0,13.0,2146.0,5985,4441.14
651,NKCDU4RZC2AFABJV,38.0,2015-09-25 16:30:05.000,447,Salomon,1,7,0,54,0,146.0,11.0,2163.0,3799,3227.4198
652,SNDECYHFHV7XHZNN,23.0,2016-03-22 04:09:35.000,469,Cincere,1,2,0,84,0,158.0,12.0,6826.0,9188,8211.01104
653,DRPEHYHGSSEPB6HW,8.0,2015-11-12 16:01:25.000,14,Kal,1,0,0,46,0,260.0,11.0,4050.0,5084,4839.366015
654,MUGEGZUHVZ4Y85DV,10.0,2015-05-08 14:19:49.000,268,Taylor,1,2,2,26,0,108.0,17.0,2272.0,5094,3675.6324
655,BRAEBBMQYHRSZ5JC,26.0,2015-08-20 20:36:09.000,55,Dina,0,1,0,17,0,237.0,13.0,1240.0,3416,2498.1066
656,NKCEAPCXCP8GZG5Y,24.0,2015-09-24 13:29:48.000,55,Shaniyah,0,4,0,85,0,278.0,13.0,1153.0,3461,2600.453025
657,RNGDWKZN9DSHFHYY,5.0,2015-05-06 16:19:52.000,407,Phoebe,1,5,0,74,0,340.0,5.0,2266.0,4127,3532.12755
658,PACEB7GGJXVVDZFZ,28.0,2015-09-24 17:25:52.000,152,Omer,1,5,0,6,0,211.0,12.0,1452.0,2076,1869.983325
659,BRAEDQDFSDVTSSWK,24.0,2015-08-21 20:48:47.000,57,Gisele,1,6,0,94,0,146.0,7.0,985.0,3500,2353.21856
660,NKCDWBPZAJH88YAZ,1.0,2015-09-24 17:30:37.000,141,Johannah,1,4,0,19,0,299.0,14.0,2697.0,3289,3131.931264
661,NKCEB774SNZGVYW3,48.0,2016-01-02 04:20:12.000,205,Kristoff,1,3,0,13,1,391.0,12.0,2963.0,4149,562.70521125
662,RNGE88FRA9DMA4UZ,41.0,2015-05-07 14:13:23.000,58,Kira,1,8,1,24,0,266.0,5.0,3009.0,4378,4011.468813
663,BDSEJJ6USEQZS3QA,48.0,2016-03-02 22:06:57.000,10,Laine,0,7,3,36,0,168.0,6.0,762.0,1489,1344.7665
664,MUGE9HRRKMGKHMRT,21.0,2015-09-22 17:31:33.000,460,Veronika,1,4,3,29,0,296.0,14.0,274.0,395,619.971968
665,NKCEAX7HH7BFTFHF,21.0,2016-02-05 16:48:02.000,113,Mick,1,4,0,97,0,244.0,16.0,1729.0,5926,3937.162425
666,NKCDUYA5PQWDKMBZ,50.0,2015-09-25 16:26:36.000,55,Baxter,1,7,0,87,0,133.0,7.0,1803.0,3053,2486.238825
667,WATEFWP4V5ZEHZZY,49.0,2016-03-28 21:00:43.000,166,Mahnoor,1,4,0,100,0,248.0,13.0,2706.0,3631,3347.698816
668,BRAE8QNFXPTNHXKB,7.0,2015-08-18 02:36:46.000,211,Eliseo,1,8,0,90,0,285.0,6.0,5360.0,8052,6996.24555
669,NKCDWBPZGZJNYCCS,3.0,2015-09-25 14:31:31.000,24,Bethel,1,7,0,25,0,111.0,8.0,3122.0,4090,3605.812875
670,BRAEDZ7TZNFQTXZA,8.0,2015-08-19 18:37:07.000,23,Keanu,1,3,2,24,0,369.0,11.0,815.0,2472,2061.569664
671,CSPEGNS9GZVAGRY7,32.0,2016-02-23 06:54:20.000,403,Khaza,0,3,0,48,0,357.0,11.0,3822.0,5231,4740.5655
672,NKCE6XU6DA4HYYGN,6.0,2016-01-22 20:58:42.000,268,Jasai,1,9,2,40,0,530.0,14.0,1294.0,5447,3617.707536
673,CRTECN2QYMHJKQ3G,35.0,2015-09-25 14:27:58.000,460,Aj,1,1,3,67,1,235.0,13.0,365.0,612,82.252665
674,LJGEATZSESZPRQX3,30.0,2016-03-30 20:48:39.000,268,Teal,0,8,2,52,0,255.0,4.0,1611.0,4818,3291.528528
675,CAGEBTGHSVHHWPG6,48.0,2015-11-20 04:56:50.000,294,Yanet,0,1,2,39,0,291.0,14.0,1927.0,13145,7422.033024
676,SOCEJZT8FMXJ8VHZ,8.0,2015-05-09 13:02:14.000,198,Aarav,1,4,2,59,0,287.0,16.0,4041.0,5443,4931.7444
677,FLUEGKG2K93HY9TC,13.0,2016-03-08 01:50:35.000,150,Calise,1,5,2,67,0,250.0,12.0,3067.0,4378,3959.555616
678,SUDEHYGVDNRHYPTW,22.0,2015-05-09 17:11:55.000,443,Maurice,1,4,0,66,0,246.0,17.0,4670.0,6263,5525.2296
679,NKCECZKQCFGWJ36A,27.0,2015-11-21 05:56:44.000,93,Janell,1,7,2,64,0,110.0,3.0,1761.0,2805,2388.20736
680,TOPEHZNQGZJYYJHE,45.0,2015-11-12 15:06:21.000,283,Huntley,1,9,0,78,1,579.0,11.0,3223.0,6334,763.16717565
681,NKCECGVBWQWGZUVG,33.0,2015-11-20 06:56:21.000,14,Zaeden,1,6,0,22,0,117.0,7.0,1278.0,1777,1752.183792
682,BRAEDUXKVAPEV9G6,18.0,2015-08-18 21:08:07.000,443,Xiomara,1,5,0,38,0,336.0,14.0,5919.0,8111,7233.8128
683,RTRDYYTZSUUNFFUT,21.0,2016-01-06 06:12:08.000,104,Raigan,0,5,0,27,1,232.0,13.0,1319.0,5220,551.451915
684,BRAE3WVQZZUJA4JW,22.0,2015-08-20 20:36:29.000,14,Rowyn,0,9,0,86,0,572.0,17.0,3967.0,5848,5485.8474
685,PELEGHQP8GMXYF6V,29.0,2016-03-07 01:18:06.000,179,Kalib,0,4,0,27,0,256.0,12.0,2478.0,3703,3078.7638
686,NKCE9YFCEG5FXMAH,26.0,2016-01-07 06:05:37.000,62,Aleeya,0,8,0,33,0,209.0,4.0,1920.0,5518,3884.5125
687,TOPDZGV8GUEXZNUT,47.0,2015-05-05 16:19:46.000,40,Elise,1,5,0,4,0,303.0,11.0,3396.0,6285,5144.3865
688,WATDZ5HGRGZG4AFT,21.0,2016-03-28 16:09:18.000,2,Demani,1,9,1,15,0,570.0,17.0,6931.0,10630,9580.911813
689,MUGEACY8DDWFGRUA,34.0,2015-09-22 16:24:19.000,115,Talya,1,4,0,96,0,251.0,17.0,1593.0,2310,2181.482625
690,RTRE7FT9VKRGNTRR,44.0,2015-11-18 03:54:22.000,152,Alessio,1,3,0,44,0,369.0,15.0,7153.0,9312,8314.988418
691,RNGE7M9279JQH6M2,39.0,2015-08-17 20:08:56.000,76,Ayva,1,3,0,73,0,367.0,13.0,6234.062390670554,8765,7962.672256
692,RNGE86J7VJNYBSHZ,34.0,2015-05-06 17:20:59.000,403,Alexia,1,8,0,75,0,249.0,4.0,2607.0,3745,3357.114255
693,TOPEHZSMJYWRYH8F,35.0,2015-11-06 06:15:33.000,65,Knight,1,0,2,43,1,268.0,16.0,2712.0,4478,569.18995875
694,BLAEE3YX3WETHSZD,14.0,2015-08-16 21:08:07.000,452,Meilani,1,2,0,68,0,166.0,8.0,5306.0,6629,6120.576
695,ACCEAZCVEKWMNSEY,2.0,2015-08-16 20:16:50.000,460,Cherish,1,1,3,13,0,282.0,13.0,889.0,1253,1289.611026
696,SHIEB7A6NCNJNZJD,29.0,2015-09-25 15:22:13.000,447,Meagan,1,9,0,54,0,577.0,14.0,2750.0,4177,3986.8587
697,WATE2FAHHP3FEYG6,1.0,2016-03-28 21:55:00.000,14,Beauregard,1,4,0,26,0,260.0,17.0,7990.0,10425,9374.824656
698,TOPE9PSGHRKUCXKM,26.0,2015-05-07 17:19:52.000,283,Joy,1,0,0,99,0,338.0,10.0,2310.0,9172,5838.39872
699,MUGEAGGKKDAXEA36,32.0,2015-09-22 17:21:24.000,58,Monique,1,4,0,92,0,245.0,15.0,3056.0,3856,3669.8904
700,TOPDX9TF4PYJMX7B,29.0,2015-05-07 17:20:51.000,23,Danny,1,2,0,50,0,153.0,5.0,2452.0,3700,3289.061061
701,SHIE9J6PVG9ZE9M5,14.0,2015-09-23 23:01:15.000,74,Annemarie,0,0,0,16,0,336.0,9.0,3040.0,4140,3878.626896
702,TOPDZFGCFH8AMJ4B,30.0,2016-03-30 19:59:20.000,3,Lee,0,3,0,57,0,376.0,17.0,3569.0,5353,4507.976704
703,RNGEA9ZXDDFHAVMZ,7.0,2015-05-05 17:10:36.000,416,Destiny,1,5,2,16,1,260.0,10.0,2735.0,5772,629.69830875
704,PLLEHQV78ZFHTE7X,44.0,2015-08-22 21:36:19.000,127,Tevin,1,8,0,24,0,267.0,6.0,2217.0,3022,2866.904775
705,BRAEDTGQMXYVF7NB,29.0,2015-08-19 03:30:27.000,443,Alora,1,2,0,88,1,147.0,12.0,5344.0,8386,1023.33132
706,CRTECN2QVSZP8JDW,9.0,2015-10-20 23:09:55.000,447,Yuvan,0,7,0,22,1,198.0,11.0,1425.0,3797,489.0591552
707,KRTE5PEEG7YAGENZ,6.0,2016-03-28 19:43:53.000,137,Jerick,1,9,0,99,0,642.0,6.0,2586.0,19614,12123.519696
708,NKCECGVBKYNJGZZQ,8.0,2016-02-20 21:31:34.000,28,Javontae,1,2,0,59,0,138.0,17.0,3477.0,4650,4230.461312
709,RNGEDAK2KK6VXQQ5,25.0,2016-03-30 20:58:42.000,254,Coulter,0,3,2,35,0,387.0,11.0,5357.0,8627,7625.194416
710,RTREF3PGZGTGBHT7,18.0,2016-02-20 20:36:24.000,358,Ezana,1,5,3,91,0,247.0,7.0,2669.0,9240,6027.528925
711,MUGEYYXFNGQ6A3FP,25.0,2015-09-23 13:30:37.000,441,Caliyah,1,7,0,87,0,102.0,3.0,2828.0,4712,3925.247436
712,SLOEBHYNHETSRBXN,30.0,2015-08-15 20:24:07.000,165,Remy,1,3,0,52,0,355.0,14.0,4496.0,6501,5846.535025
713,ARPEGDHSXZJSHGSN,35.0,2014-10-26 21:12:48.000,165,Samuel,1,2,0,4,0,129.0,15.0,2468.0,3985,3334.452048
714,NKCECPHGBUZPN2KU,37.0,2015-11-14 09:35:04.000,451,Mea,1,6,0,10,0,122.0,6.0,4682.0,6710,5784.2136
715,VSBEGBH9QBHT2MQF,18.0,2015-08-17 21:24:12.000,447,Alaysia,1,4,0,19,1,222.0,16.0,5595.0,7909,1029.38202
716,BRAEB2ZTXQQTYTEP,12.0,2015-08-19 21:36:48.000,326,Cailyn,0,9,0,91,0,489.0,7.0,778.0,2712,2434.0635
717,PANEENEMG9NPM2QQ,3.0,2015-07-22 03:15:12.000,76,Stanley,1,9,0,17,1,479.0,9.0,4083.0,5414,754.54603785
718,SNDEHZQ7MMN272VX,44.0,2015-11-12 02:20:21.000,65,Shakira,1,6,2,6,0,128.0,7.0,3114.0,4515,3862.1187
719,NKCED2ZGYAP3UKJY,32.0,2015-09-26 14:19:46.000,23,Alynna,1,3,2,95,0,362.0,14.0,2480.0,9520,6094.7649
720,PCSEC86VKYNCPSDK,9.0,2016-03-27 23:01:46.000,23,Payden,1,5,2,43,0,202.0,11.0,618.0,2850,2195.27805
721,PBXEBYHYS3UXVBE5,38.0,2015-12-04 01:47:06.000,294,Madysen,1,8,2,47,0,237.0,4.0,1107.0,7597,4685.926784
722,NKCE8ZJ2PXWJQZZX,16.0,2015-12-07 23:52:21.000,455,Emilynn,1,6,0,49,0,124.0,8.0,688.0,5010,2861.403776
723,AIREGHYGSZKZYZBB,5.0,2015-05-08 15:20:51.000,165,Keaton,1,4,0,59,0,271.0,13.0,3319.0,4525,4191.83415
724,HMBEE965MNXMUSFY,29.0,2015-08-16 22:25:22.000,165,Lyra,0,6,0,5,0,138.0,7.0,5510.0,7503,6567.614592
725,HAREGG26JVZYCC8B,31.0,2016-02-25 00:36:32.000,98,Kyleah,0,2,0,35,0,107.0,15.0,992.0,2573,1963.293651
726,JEAE2KFRBNFZFWE6,45.0,2015-09-22 15:25:49.000,23,Estevan,0,0,0,98,0,268.0,5.0,2359.0,3576,3129.9147
727,DIAEJUCFFWRXYACA,37.0,2015-09-21 23:18:49.000,451,Taytum,0,4,0,3,0,248.0,17.0,3832.0,6654,5557.571712
728,PCSE76X4U7MFDPUZ,11.0,2016-03-19 01:58:54.000,62,Jaleyah,1,3,0,74,0,389.0,11.0,7895.0,13364,10702.719104
729,MUGEGZUHAVWFHSER,2.0,2015-05-08 14:22:10.000,24,,0,1,0,57,0,229.0,15.0,4110.0,5520,5053.15545
730,TCVEHSMFHCPGH9QJ,50.0,2015-05-09 16:19:58.000,14,,1,3,0,45,1,395.0,15.0,4017.0,5300,-822.81031875
731,NKCEFNPJ5M9JZJR7,6.0,2015-12-03 06:58:11.000,23,Heavenlee,1,2,2,13,0,147.0,6.0,878.0,3303,2239.306047
732,PTGEGUP5KM48MRRW,9.0,2016-03-12 06:39:02.000,3,Aubriee,0,1,0,3,1,221.0,14.0,2505.0,4090,548.43365115
733,KRTECAVZHVTGR2YV,28.0,2016-03-15 23:46:52.000,58,Fionn,0,0,0,12,0,308.0,6.0,5631.0,7586,6820.367895
734,JWSE9KZTWGWKVYYH,47.0,2015-08-15 22:08:07.000,467,Ally,1,2,0,28,0,116.0,6.0,5124.0,7681,6631.326801
735,PCSE95HXQE744G8Z,1.0,2016-03-16 00:48:21.000,229,Hazael,0,4,2,2,0,255.0,12.0,3661.0,6417,5153.70384
736,DREEGZ4CUZH5CATV,3.0,2016-03-06 22:53:40.000,116,Gil,0,5,0,3,0,226.0,8.0,3633.0,4684,4360.6134
737,BRAEDQF7KGNJ2EEW,35.0,2015-08-19 18:36:48.000,149,Jericho,0,5,0,32,0,342.0,14.0,7304.0,9939,8778.302082
738,PTPE4P39G9SVGHRZ,50.0,2015-10-26 10:15:20.000,3,Javin,0,0,0,70,1,286.0,14.0,2507.0,3938,545.22601875
739,NKCE4PZ6HYWFZUAN,33.0,2016-01-05 06:04:50.000,3,Decklan,1,3,0,67,1,360.0,13.0,1292.0,3542,408.813075
740,SNDEDFYPJFHXG98W,25.0,2016-03-15 03:39:39.000,471,Tionna,0,2,2,55,0,144.0,12.0,2217.0,3517,3039.964928
741,TSHEHU5RWCQXRWF9,21.0,2015-05-09 15:20:00.000,14,Kaylin,1,6,0,19,0,129.0,5.0,6234.062390670554,5751,5222.79296
742,CRTECN2QYVBX5Y4W,49.0,2015-09-25 15:18:32.000,10,Ivette,1,8,3,83,0,260.0,1.0,506.0,1018,1058.5674
743,NKCE8HVPEPWAU2HF,8.0,2015-09-26 13:22:53.000,55,Eshan,0,5,0,19,0,292.0,9.0,1987.0,2908,2797.470225
744,PTGEGUZVM4X9XZWG,50.0,2016-03-12 04:39:34.000,320,Atlas,1,6,0,32,0,105.0,6.0,4144.0,15324,9916.6716
745,BRAEDH76Q44DNY23,50.0,2015-08-18 22:16:49.000,149,Selene,1,3,0,3,0,360.0,11.0,7117.0,9357,8247.5217
746,INKEF7WMPUEH9G4V,4.0,2016-02-22 22:36:24.000,3,Burton,1,7,0,44,0,150.0,1.0,3086.0,4219,569.4441984
747,CRTECN2QS5JJAFVP,20.0,2015-09-23 15:19:46.000,451,Brissa,0,0,0,58,0,289.0,6.0,4484.0,6088,5461.1361
748,SHOE2FQCE3QFC8ZM,24.0,2015-01-18 14:23:43.000,23,Penelope,0,4,0,74,0,217.0,11.0,1352.0,6450,5729.578624
749,TOPEEEPV4GFFSHJG,43.0,2015-05-06 15:21:33.000,453,Remington,1,8,0,68,0,295.0,8.0,5100.0,6559,6128.32608
750,PACE43HF8JWNA2GY,23.0,2015-09-25 13:25:15.000,141,Indiana,1,3,0,38,0,369.0,15.0,2475.0,3550,3322.757376
751,PBXEAHTCHTG62WSA,9.0,2016-02-03 18:42:48.000,205,Quinley,1,6,0,29,0,108.0,5.0,2585.0,3698,3209.695632
752,PADEHZFJGQNSEVKC,19.0,2014-11-09 21:15:45.000,441,Charles,1,5,2,59,0,297.0,9.0,3251.0,4385,4096.3527
753,BRAEDQFRZAAEWCDT,7.0,2015-08-18 23:32:06.000,21,Deanna,0,4,0,79,0,268.0,17.0,2274.0,3040,2952.187392
754,BRAEDSKCJJUEVC6B,22.0,2015-08-22 17:36:19.000,98,Hussein,1,6,0,86,0,125.0,7.0,879.0,2118,1598.871312
755,WATE8PBFZKV5BYDZ,32.0,2016-03-28 22:58:17.000,358,Alayia,1,7,3,4,0,103.0,8.0,5399.0,18602,11552.726304
756,SNDEHYMXZTFRYZQV,42.0,2015-11-03 13:52:23.000,451,Sicily,0,7,0,8,0,183.0,3.0,5160.0,7260,6380.6391
757,NKCDXYFHPJ4UNFPU,50.0,2015-09-25 13:25:16.000,24,Layden,1,2,0,92,0,169.0,16.0,3141.0,4419,3997.090944
758,RTRECTV9PSVC8Z9Y,19.0,2015-11-20 20:29:37.000,451,Venice,1,7,0,78,1,198.0,7.0,9002.0,11671,1537.427925
759,BRAEDXPFA43N8HW9,18.0,2015-08-18 19:08:40.000,94,Marian,1,8,2,56,0,229.0,6.0,3337.0,11015,7620.600064
760,PCSE4C9YYYYXGNFH,39.0,2016-03-14 13:13:27.000,62,Scotland,0,2,0,90,0,151.0,7.0,2292.0,13830,8383.569552
761,MUGEACY82SGHCHYY,39.0,2015-09-22 22:12:48.000,451,Jaidyn,1,5,0,38,0,219.0,13.0,4045.0,5765,5128.995375
762,CAGE7UCEDBWHWF48,41.0,2015-12-02 00:38:38.000,471,Vander,1,8,2,58,0,230.0,3.0,2594.0,3458,3125.002496
763,ACCEDTNRADHZ35UD,8.0,2015-05-08 17:13:23.000,446,Kaylie,1,3,0,41,1,392.0,15.0,5447.0,7583,1004.19796875
764,SHOECKEYFVTA6E8S,25.0,2016-03-30 00:03:19.000,416,Ayrabella,1,4,2,17,0,219.0,11.0,3152.0,9299,6224.823
765,CRTECN2QTK6FRYHR,19.0,2015-09-23 16:20:35.000,198,Liya,0,3,0,65,0,393.0,12.0,2174.0,2981,3059.006256
766,NKCE7MMG7YSJCBZG,44.0,2015-09-24 14:24:19.000,3,Arion,0,7,0,7,1,116.0,2.0,2113.0,2854,402.2634312
767,PTPEDDXTMZKMNXHX,8.0,2015-10-24 08:15:20.000,14,Abelardo,0,2,0,5,0,152.0,9.0,3645.0,4519,4189.91184
768,ANKEGPVMFV9BJBJM,35.0,2016-02-23 16:34:25.000,57,Markos,0,2,0,52,0,135.0,16.0,4168.0,7705,6102.9837
769,BRAE8WPSGGK9DQHX,5.0,2015-08-21 18:36:29.000,61,Ever,1,9,2,51,0,531.0,13.0,3050.0,4123,4148.735085
770,KHREH26Z6GEDTYYH,4.0,2015-05-21 19:30:49.000,137,Reyna,1,6,0,23,1,106.0,7.0,5085.0,9458,1098.84560445
771,NKCE9YX4TREBP4UZ,45.0,2015-12-07 02:42:13.000,294,Sherman,1,1,2,55,1,276.0,16.0,998.0,5153,492.35472
772,SHIEHYHMWMYPDFSU,16.0,2015-11-04 15:56:04.000,58,Dresden,1,3,1,23,0,362.0,17.0,3405.0,4607,4421.407815
773,BRAE7KQVYF75XZRE,35.0,2015-08-18 21:08:20.000,14,Cairo,1,5,0,61,0,265.0,8.0,4269.0,6016,5343.6042
774,TSHEHU5RHTSZSCAY,42.0,2015-05-09 16:19:52.000,437,Lennon,1,3,0,95,0,353.0,16.0,5300.0,7011,6329.237376
775,PAEE8EZHZFKKYMVK,37.0,2016-03-14 06:31:46.000,186,Nura,0,6,0,62,0,126.0,7.0,4934.0,7190,6153.007104
776,NKCE7PZPCSNSCHWT,30.0,2015-09-26 17:25:06.000,441,Emorie,0,7,0,90,0,174.0,8.0,3141.0,4808,4073.908608
777,CAGEBFPEVT4JFGPC,16.0,2016-01-03 07:09:16.000,397,Lilla,1,1,0,65,0,209.0,15.0,2171.0,4004,3227.4198
778,NKCEBBYSAMV3GRMV,28.0,2015-09-26 15:25:15.000,73,Everette,0,7,0,28,0,179.0,7.0,2280.0,3727,3211.538814
779,PAEEAMGFHMZW72XN,11.0,2016-03-14 01:33:25.000,186,Mattilyn,0,7,0,34,0,112.0,11.0,4559.0,6862,5909.843376
780,DRPEHYHNCZXNYFZH,5.0,2015-11-11 15:01:18.000,358,Ozzie,1,4,3,44,1,240.0,11.0,2972.0,16375,2899.463985
781,NKCEFAG9U4ZHRHKU,4.0,2015-09-24 15:23:29.000,452,Teegan,0,7,0,83,0,161.0,7.0,3065.0,4295,3819.7863
782,BRAE5F3KGW3JVKJH,18.0,2015-08-19 19:32:15.000,28,Zamir,1,2,0,70,0,151.0,9.0,1183.0,1932,1815.4323
783,JWSEBUKYNF45Q8DG,39.0,2016-03-29 22:59:20.000,23,Elgin,1,2,2,73,0,163.0,13.0,2389.0,7144,5102.813925
784,BBAEGJFRDFNK9FCH,7.0,2016-03-29 00:05:23.000,111,Naimah,1,9,0,76,0,555.0,12.0,3595.0,7534,6014.396325
785,SHIEBY82HGZCTH5D,27.0,2015-09-25 13:24:01.000,74,Naveah,1,7,0,64,0,117.0,7.0,3047.0,4277,3819.7863
786,JUMEHUFGYXJYP29C,49.0,2015-05-09 16:20:14.000,458,Lorelai,1,1,0,91,0,298.0,14.0,7121.0,11514,9604.1583
787,MUGEAGGKY7DVDTYA,5.0,2015-09-22 17:22:59.000,452,Myron,1,9,0,5,0,566.0,14.0,2951.0,3710,3787.235568
788,SHOEBGHJZB2UKFC4,48.0,2015-09-22 15:22:59.000,14,Reya,1,3,0,10,0,383.0,13.0,3159.0,4263,4077.4041
789,CRTECN2QYUDAZJ8T,43.0,2015-09-23 15:26:21.000,3,Gaia,0,1,0,56,0,213.0,14.0,1725.0,3031,2649.759
790,WATDEWZ9UMDYPWYC,43.0,2016-03-28 21:58:37.000,275,Deonta,1,3,0,70,0,352.0,13.0,1376.0,2273,2289.431034
791,TROEGZ8QS74W4XR8,40.0,2016-03-08 07:47:42.000,358,Jaimee,0,5,3,56,0,295.0,6.0,3565.0,17056,10839.503325
792,BRAEGJFX4ZCMZHH6,15.0,2016-03-29 20:47:00.000,38,Suhaib,1,7,3,26,1,129.0,8.0,5014.0,10131,1320.522885
793,NKCECJPCUYJZZQTR,40.0,2015-10-31 13:57:15.000,447,Wolf,0,2,0,67,1,131.0,17.0,1608.0,4244,501.49960875
794,BLAEE6KTUAEBTDKS,4.0,2015-08-17 21:21:35.000,450,Robyn,1,1,0,37,0,204.0,16.0,6263.0,11856,9247.608832
795,MUGEACY8TXGZFHKY,49.0,2015-09-22 19:09:44.000,55,Beaux,1,3,0,39,1,372.0,12.0,1140.0,3677,408.940224
796,BRAE8EHTNDJHDDAD,18.0,2015-08-20 18:48:17.000,334,Mariella,1,7,0,13,0,113.0,11.0,868.0,2283,1885.5342
797,NKCEBFWTTMZH9MAR,5.0,2015-11-17 04:56:34.000,65,Calia,1,5,2,30,0,294.0,6.0,3332.0,6648,5085.531
798,FSEEHXHFG6KCYVVU,44.0,2016-03-29 21:01:39.000,423,Cassidee,1,4,0,66,0,276.0,14.0,3976.0,9585,6776.5599
799,WATE3YHHFFCUGZFB,25.0,2016-03-28 23:50:25.000,132,Gypsy,1,5,0,88,0,322.0,12.0,1486.0,6609,4488.875776
800,BRAEAM6PF9YRAWWQ,9.0,2015-08-18 23:08:56.000,93,Kaeden,1,5,1,97,0,333.0,6.0,2210.0,11341,7149.897216
801,DTHEHTAZPGKDZXWH,29.0,2016-02-24 21:06:08.000,3,Embree,0,1,0,27,0,220.0,14.0,3433.0,4585,4258.424115
802,BRAE7V2UXPZMDHQ7,25.0,2015-08-18 19:24:15.000,162,Keenan,1,1,1,17,0,206.0,13.0,5898.0,8281,7286.804064
803,CNBEJ9EDXWN8HQUU,42.0,2014-11-10 21:15:45.000,262,Lillian,0,6,1,50,0,145.0,8.0,6234.062390670554,4827,4644.0807
804,TOPECYENWHHDGFCH,1.0,2016-03-30 20:16:45.000,116,Nyelle,0,7,0,33,0,105.0,10.0,3058.0,4246,3862.493712
805,BOLEHUEBRTVCGWMK,41.0,2015-08-22 21:36:29.000,452,Arlette,1,2,0,62,0,138.0,10.0,2965.0,4345,3736.366326
806,TOPE8H5DGZH8GTDC,37.0,2015-05-07 17:19:52.000,458,Nylah,0,9,0,7,0,460.0,10.0,5950.0,9499,8007.37272
807,PAEE8G6NHEZMBWGH,19.0,2016-03-18 22:48:46.000,113,Franchesca,1,0,0,10,0,251.0,14.0,4627.0,10941,7886.96832
808,LJGEG57E8US6WQWE,50.0,2016-03-09 03:20:09.000,268,Zalayah,0,7,2,94,0,196.0,11.0,2508.0,3342,3071.247408
809,NKCEAVVRVBGADAHE,37.0,2015-11-19 21:28:09.000,452,Owyn,1,9,0,48,0,636.0,13.0,6989.0,9571,8899.239987
